Address, DevId
2:0x00000000048a, 1162
2:0x00000000048b, 1163
25299:0xd3623cd90300, 252220
2:0x00000000048c, 1164
2:0x00000000048d, 1165
25299:0xd3623dd90300, 252221
2:0x00000000048e, 1166
2:0x00000000048f, 1167
25299:0xd3623ed90300, 252222
2:0x000000000490, 1168
2:0x000000000491, 1169
25299:0xd3623fd90300, 252223
2:0x000000000492, 1170
2:0x000000000493, 1171
25299:0xd36240d90300, 252224
2:0x000000000494, 1172
2:0x000000000481, 1153
25299:0xd36241d90300, 252225
2:0x000000000480, 1152
2:0x000000000495, 1173
2:0x000000000482, 1154
25299:0xd36242d90300, 252226
10.20.3.143, 1912525
255:143.3.20.10, 191411
25299:0xd36243d90300, 252227
255:143.3.20.50, 191450
255:143.3.20.90, 191490
255:143.3.20.91, 191401
255:143.3.20.92, 191402
255:143.3.20.93, 191403
255:143.3.20.94, 191404
255:143.3.20.95, 191405
10.20.3.36, 7101
10.20.3.80, 7104
255:143.3.20.96, 191406
10.20.3.81, 7105
10.20.3.39, 7201
10.20.3.37, 7102
10.20.3.38, 7103
255:143.3.20.97, 191407
255:143.3.20.98, 191408
255:143.3.20.99, 191409
255:143.3.20.100, 191410
10.20.1.105, 252562
10.20.0.90, 254002
10.20.3.31, 241801
10.20.0.197, 24200
10.20.3.33, 2422801
10.20.0.201, 240101
10.20.0.231, 240195
10.20.3.69, 111378
10.20.0.30, 247801
2481:3, 1200903
10.20.3.30, 245401
2482:2, 1200902
10.20.0.212, 241201
2483:1, 1200901
10.20.0.153, 2403010
10.20.0.190, 2423001
10.20.3.65, 111378
10.20.0.86, 242701
10.20.3.68, 128130
10.20.3.62, 111258
10.20.0.146, 206146
10.20.3.63, 111444
10.20.0.114, 240701
10.20.0.195, 245501
10.20.0.208, 20801
10.20.0.82, 242501
10.20.0.148, 206148
10.20.3.61, 101
3384:1.1.168.10, 110
3384:1.1.168.11, 111
10.20.3.60, 111394
3384:1.1.168.50, 150
3384:1.1.168.90, 190
3384:1.1.168.92, 192
10.20.3.44, 103174
3384:1.1.168.93, 193
3384:1.1.168.94, 194
3384:1.1.168.95, 195
3384:1.1.168.96, 196
3384:1.1.168.97, 197
10.20.3.66, 128130
10.20.3.67, 111378
10.20.0.196, 242001
10.20.3.64, 111354
10.20.0.152, 249901
10.20.0.202, 20201
10.20.0.199, 247203
10.20.3.141, 1912522
253:141.3.20.10, 191210
10.20.3.142, 1912523
253:141.3.20.50, 191250
254:142.3.20.10, 191310
253:141.3.20.90, 191290
254:142.3.20.50, 191350
254:142.3.20.90, 191390
253:141.3.20.91, 191201
253:141.3.20.92, 191203
254:142.3.20.91, 191301
253:141.3.20.93, 191204
254:142.3.20.92, 191302
253:141.3.20.94, 191205
254:142.3.20.93, 191303
253:141.3.20.95, 191206
254:142.3.20.94, 191304
253:141.3.20.96, 191207
254:142.3.20.95, 191305
253:141.3.20.97, 191208
254:142.3.20.96, 191306
253:141.3.20.98, 191209
254:142.3.20.97, 191307
253:141.3.20.99, 191210
254:142.3.20.98, 191308
254:142.3.20.99, 191309
254:142.3.20.160, 191360
10.20.0.198, 247201
10.20.0.155, 2420004
10.20.0.159, 242521
10.20.0.200, 247204
10.20.0.147, 206147
10.20.0.149, 206149
10.20.0.205, 240501
10.20.0.204, 242801
10.20.0.214, 241401
10.20.0.81, 240401
10.20.3.40, 861234
10.20.0.150, 206150
10.20.0.156, 2527707
10.20.0.92, 2527702
10.20.0.91, 2527701
10.20.0.93, 2527703
10.20.1.204, 3505
10.20.0.94, 2527704
10.20.1.200, 350001
10.20.0.160, 2527708
10.20.0.95, 2527705
10.20.1.209, 262990
10.20.1.201, 3502
10.20.1.203, 3504
10.20.1.202, 3503
24720:86, 247286
20605:36, 2060536
20605:42, 2060542
10.20.1.206, 89999
10.20.1.205, 82998
20603:5, 220605
20603:6, 220606
20603:8, 206308
20603:10, 206310
20603:31, 2420631
20603:52, 2420652
20603:2, 220602
20603:4, 260604
20604:8, 2060408
20604:9, 2060409
20642:84, 2066105
