"Location","Control Program","Name","Value","Type","Object ID","Device ID","Object Name","COV Increment","Offset / Polarity","Exp:Num","I/O Type","Sensor/Actuator Type","Min/Max","Locked","In Alarm","Path"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","_1_8_v_low_48","normal","BALM","BV:144","DEV:220602","_1_8_v_low_48_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/_1_8_v_low_48"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","_10_v_low_1","normal","BALM","BV:145","DEV:220602","_10_v_low_1_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/_10_v_low_1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","_24_v_low_47","normal","BALM","BV:146","DEV:220602","_24_v_low_47_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/_24_v_low_47"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ai_54_wrong_settings_91","normal","BALM","BV:147","DEV:220602","ai_54_wrong_settings_91_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ai_54_wrong_settings_91"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_calibration_failed_50","normal","BALM","BV:148","DEV:220602","ama_calibration_failed_50_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_calibration_failed_50"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_check_u_nom_i_nom_51","normal","BALM","BV:149","DEV:220602","ama_check_u_nom_i_nom_51_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_check_u_nom_i_nom_51"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_internal_fault_58","normal","BALM","BV:150","DEV:220602","ama_internal_fault_58_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_internal_fault_58"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_interrupt_by_user_56","normal","BALM","BV:151","DEV:220602","ama_interrupt_by_user_56_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_interrupt_by_user_56"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_low_i_nom_52","normal","BALM","BV:152","DEV:220602","ama_low_i_nom_52_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_low_i_nom_52"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_motor_too_big_53","normal","BALM","BV:153","DEV:220602","ama_motor_too_big_53_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_motor_too_big_53"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_motor_too_small_54","normal","BALM","BV:154","DEV:220602","ama_motor_too_small_54_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_motor_too_small_54"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_param_out_of_range_55","normal","BALM","BV:155","DEV:220602","ama_param_out_of_range_55_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_param_out_of_range_55"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ama_timeout_57","normal","BALM","BV:156","DEV:220602","ama_timeout_57_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ama_timeout_57"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","brake_chek_28","normal","BALM","BV:157","DEV:220602","brake_chek_28_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/brake_chek_28"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","brake_chopper_short_circ_27","normal","BALM","BV:158","DEV:220602","brake_chopper_short_circ_27_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/brake_chopper_short_circ_27"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","brake_igbt_243","normal","BALM","BV:159","DEV:220602","brake_igbt_243_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/brake_igbt_243"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","brake_resistor_power_limit_26","normal","BALM","BV:160","DEV:220602","brake_resistor_power_limit_26_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/brake_resistor_power_limit_26"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","brake_resistor_short_circ_25","normal","BALM","BV:161","DEV:220602","brake_resistor_short_circ_25_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/brake_resistor_short_circ_25"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","broken_belt_95","normal","BALM","BV:162","DEV:220602","broken_belt_95_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/broken_belt_95"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","clock_fault_98","normal","BALM","BV:163","DEV:220602","clock_fault_98_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/clock_fault_98"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","control_board_over_temp_65","normal","BALM","BV:164","DEV:220602","control_board_over_temp_65_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/control_board_over_temp_65"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","control_word_timeout_17","normal","BALM","BV:165","DEV:220602","control_word_timeout_17_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/control_word_timeout_17"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","current_limit_59","normal","BALM","BV:166","DEV:220602","current_limit_59_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/current_limit_59"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dangerous_failure_72","normal","BALM","BV:167","DEV:220602","dangerous_failure_72_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dangerous_failure_72"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dc_link_voltage_high_5","normal","BALM","BV:168","DEV:220602","dc_link_voltage_high_5_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dc_link_voltage_high_5"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dc_link_voltage_low_6","normal","BALM","BV:169","DEV:220602","dc_link_voltage_low_6_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dc_link_voltage_low_6"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dc_over_voltage_7","alarm","BALM","BV:170","DEV:220602","dc_over_voltage_7_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dc_over_voltage_7"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dc_under_voltage_8","normal","BALM","BV:171","DEV:220602","dc_under_voltage_8_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dc_under_voltage_8"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","drive_init_to_default_value_80","normal","BALM","BV:172","DEV:220602","drive_init_to_default_value_80_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/drive_init_to_default_value_80"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","drive_over_temperature_29","normal","BALM","BV:173","DEV:220602","drive_over_temperature_29_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/drive_over_temperature_29"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","dry_pump_93","normal","BALM","BV:174","DEV:220602","dry_pump_93_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/dry_pump_93"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","earth_fault_14","normal","BALM","BV:175","DEV:220602","earth_fault_14_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/earth_fault_14"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","end_of_curve_94","normal","BALM","BV:176","DEV:220602","end_of_curve_94_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/end_of_curve_94"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","external_fan_fault_24","normal","BALM","BV:177","DEV:220602","external_fan_fault_24_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/external_fan_fault_24"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","external_interlock_60","normal","BALM","BV:178","DEV:220602","external_interlock_60_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/external_interlock_60"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","fieldbus_comm_fault_34","normal","BALM","BV:179","DEV:220602","fieldbus_comm_fault_34_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/fieldbus_comm_fault_34"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","fire_m_limits_exceeded_202","normal","BALM","BV:180","DEV:220602","fire_m_limits_exceeded_202_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/fire_m_limits_exceeded_202"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","fire_m_was_active_201","normal","BALM","BV:181","DEV:220602","fire_m_was_active_201_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/fire_m_was_active_201"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","hardware_mismatch_15","normal","BALM","BV:182","DEV:220602","hardware_mismatch_15_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/hardware_mismatch_15"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","heatsink_sensor_39","normal","BALM","BV:183","DEV:220602","heatsink_sensor_39_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/heatsink_sensor_39"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","heatsink_sensor_245","normal","BALM","BV:184","DEV:220602","heatsink_sensor_245_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/heatsink_sensor_245"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","heatsink_temp_244","normal","BALM","BV:185","DEV:220602","heatsink_temp_244_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/heatsink_temp_244"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","heatsink_temperature_low_66","normal","BALM","BV:186","DEV:220602","heatsink_temperature_low_66_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/heatsink_temperature_low_66"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","illegal_fc_configuration_70","normal","BALM","BV:187","DEV:220602","illegal_fc_configuration_70_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/illegal_fc_configuration_70"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","illegal_pc_configuration_79","normal","BALM","BV:188","DEV:220602","illegal_pc_configuration_79_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/illegal_pc_configuration_79"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","illegal_pc_configuration_248","normal","BALM","BV:189","DEV:220602","illegal_pc_configuration_248_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/illegal_pc_configuration_248"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","inrush_fault_33","normal","BALM","BV:190","DEV:220602","inrush_fault_33_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/inrush_fault_33"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","internal_fan_fault_23","normal","BALM","BV:191","DEV:220602","internal_fan_fault_23_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/internal_fan_fault_23"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","internal_fault_38","normal","BALM","BV:192","DEV:220602","internal_fault_38_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/internal_fault_38"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","inverter_overloaded_9","normal","BALM","BV:193","DEV:220602","inverter_overloaded_9_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/inverter_overloaded_9"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","live_zero_error_2","normal","BALM","BV:194","DEV:220602","live_zero_error_2_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/live_zero_error_2"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","locked_rotor_204","normal","BALM","BV:195","DEV:220602","locked_rotor_204_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/locked_rotor_204"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","mains_failure_36","normal","BALM","BV:196","DEV:220602","mains_failure_36_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/mains_failure_36"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","mains_phase_loss_4","normal","BALM","BV:197","DEV:220602","mains_phase_loss_4_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/mains_phase_loss_4"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","missing_motor_203","normal","BALM","BV:198","DEV:220602","missing_motor_203_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/missing_motor_203"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","motor_etr_over_temperature_10","normal","BALM","BV:199","DEV:220602","motor_etr_over_temperature_10_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/motor_etr_over_temperature_10"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","motor_phase_u_missing_30","normal","BALM","BV:200","DEV:220602","motor_phase_u_missing_30_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/motor_phase_u_missing_30"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","motor_phase_v_missing_31","normal","BALM","BV:201","DEV:220602","motor_phase_v_missing_31_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/motor_phase_v_missing_31"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","motor_phase_w_missing_32","normal","BALM","BV:202","DEV:220602","motor_phase_w_missing_32_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/motor_phase_w_missing_32"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","motor_thermistor_over_temp_11","normal","BALM","BV:203","DEV:220602","motor_thermistor_over_temp_11_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/motor_thermistor_over_temp_11"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","new_spare_parts_250","normal","BALM","BV:204","DEV:220602","new_spare_parts_250_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/new_spare_parts_250"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","new_type_code_251","normal","BALM","BV:205","DEV:220602","new_type_code_251_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/new_type_code_251"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","no_flow_92","normal","BALM","BV:206","DEV:220602","no_flow_92_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/no_flow_92"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","no_motor_3","normal","BALM","BV:207","DEV:220602","no_motor_3_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/no_motor_3"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","option_conf_has_changed_67","normal","BALM","BV:208","DEV:220602","option_conf_has_changed_67_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/option_conf_has_changed_67"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","out_of_frequency_range_35","normal","BALM","BV:209","DEV:220602","out_of_frequency_range_35_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/out_of_frequency_range_35"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","output_frequency_at_max_limit_62","normal","BALM","BV:210","DEV:220602","output_frequency_at_max_limit_62_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/output_frequency_at_max_limit_62"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","over_current_13","normal","BALM","BV:211","DEV:220602","over_current_13_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/over_current_13"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","overload_of_do_27_40","normal","BALM","BV:212","DEV:220602","overload_of_do_27_40_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/overload_of_do_27_40"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","overload_of_do_29_41","normal","BALM","BV:213","DEV:220602","overload_of_do_29_41_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/overload_of_do_29_41"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","overload_of_do_x_30_6_42","normal","BALM","BV:214","DEV:220602","overload_of_do_x_30_6_42_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/overload_of_do_x_30_6_42"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","overload_of_do_x_30_7_43","normal","BALM","BV:215","DEV:220602","overload_of_do_x_30_7_43_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/overload_of_do_x_30_7_43"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","phase_imbalance_37","normal","BALM","BV:216","DEV:220602","phase_imbalance_37_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/phase_imbalance_37"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","power_card_supply_46","normal","BALM","BV:217","DEV:220602","power_card_supply_46_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/power_card_supply_46"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","power_card_supply_246","normal","BALM","BV:218","DEV:220602","power_card_supply_246_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/power_card_supply_246"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","power_card_temperature_69","normal","BALM","BV:219","DEV:220602","power_card_temperature_69_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/power_card_temperature_69"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","power_card_temperature_247","normal","BALM","BV:220","DEV:220602","power_card_temperature_247_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/power_card_temperature_247"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","power_unit_setup_76","normal","BALM","BV:221","DEV:220602","power_unit_setup_76_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/power_unit_setup_76"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","ptc_1_safe_stop_71","normal","BALM","BV:222","DEV:220602","ptc_1_safe_stop_71_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/ptc_1_safe_stop_71"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","safe_stop_acivated_68","normal","BALM","BV:223","DEV:220602","safe_stop_acivated_68_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/safe_stop_acivated_68"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","safe_stop_auto_restart_73","normal","BALM","BV:224","DEV:220602","safe_stop_auto_restart_73_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/safe_stop_auto_restart_73"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","short_circuit_16","normal","BALM","BV:225","DEV:220602","short_circuit_16_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/short_circuit_16"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","speed_limit_49","normal","BALM","BV:226","DEV:220602","speed_limit_49_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/speed_limit_49"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","start_delayed_96","normal","BALM","BV:227","DEV:220602","start_delayed_96_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/start_delayed_96"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","stop_delayed_97","normal","BALM","BV:228","DEV:220602","stop_delayed_97_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/stop_delayed_97"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","torque_limit_12","normal","BALM","BV:229","DEV:220602","torque_limit_12_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/torque_limit_12"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-1","voltage_limit_64","normal","BALM","BV:230","DEV:220602","voltage_limit_64_1","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-1/voltage_limit_64"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-2","_1_8_v_low_48","normal","BALM","BV:290","DEV:220602","_1_8_v_low_48_2","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-2/_1_8_v_low_48"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-2","_10_v_low_1","normal","BALM","BV:291","DEV:220602","_10_v_low_1_2","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-2/_10_v_low_1"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-2","_24_v_low_47","normal","BALM","BV:292","DEV:220602","_24_v_low_47_2","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-2/_24_v_low_47"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-2","ai_54_wrong_settings_91","normal","BALM","BV:293","DEV:220602","ai_54_wrong_settings_91_2","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-2/ai_54_wrong_settings_91"
"/UC Merced/Main Campus/Science & Engineering 2: 0206/HVAC :0206/Basement/Building Bridge/VFD","CWP-2","ama_calibration_failed_50","normal","BALM","BV:294","DEV:220602","ama_calibration_failed_50_2","" ,"" ,"" ,"" ,"" ,"" ,"" ,"" ,"#cwp-2/ama_calibration_failed_50"
