server,location,branch,sub_branch,control_program,point,path
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,EA DAMPER,#ahu-3_0206/ea_dmpr
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,CW Coil Supply,#ahu-3_0206/cwcs
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,CW Coil Return,#ahu-3_0206/cwcr
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,Cool Stpt,#ahu-3_0206/cl_stpt_tn
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,Cl Req,#ahu-3_0206/m045
10.20.0.47,Science & Engineering 2: 0206,Roof,,AHU-3,CHW Valve,#ahu-3_0206/chw_valve
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3A Return,1617_speed_rpm,#ahu_3a_return/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3A Return,1610_power_kw,#ahu_3a_return/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3A Supply,1617_speed_rpm,#ahu_3a_supply/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3A Supply,1610_power_kw,#ahu_3a_supply/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3B Return,1617_speed_rpm,#ahu_3b_return/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3B Return,1610_power_kw,#ahu_3b_return/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3B Supply,1617_speed_rpm,#ahu_3b_supply/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3B Supply,1610_power_kw,#ahu_3b_supply/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3C Return,1617_speed_rpm,#ahu_3c_return/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3C Return,1610_power_kw,#ahu_3c_return/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3C Supply,1617_speed_rpm,#ahu_3c_supply/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3C Supply,1610_power_kw,#ahu_3c_supply/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3D Return,1617_speed_rpm,#ahu_3d_return/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3D Return,1610_power_kw,#ahu_3d_return/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3D Supply,1617_speed_rpm,#ahu_3d_supply/speed_rpm_1617_tn
10.20.0.47,Science & Engineering 2: 0206,VFD,,AHU-3D Supply,1610_power_kw,#ahu_3d_supply/power_kw_1610_tn
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,Air Flow Feedback,#270_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,Terminal Load,#270_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,Room Occupied,#270_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,htg setpt,#270_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,clg setpt,#270_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,Zone Temp,#270_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-270,Supply Air,#270_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,Air Flow Feedback,#271_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,Terminal Load,#271_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,Room Occupied,#271_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,htg setpt,#271_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,clg setpt,#271_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,Zone Temp,#271_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-271,Supply Air,#271_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,Air Flow Feedback,#272_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,Terminal Load,#272_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,Room Occupied,#272_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,htg setpt,#272_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,clg setpt,#272_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,Zone Temp,#272_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-272,Supply Air,#272_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,Air Flow Feedback,#273_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,Terminal Load,#273_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,Room Occupied,#273_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,htg setpt,#273_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,clg setpt,#273_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,Zone Temp,#273_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-273,Supply Air,#273_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,Air Flow Feedback,#274_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,Terminal Load,#274_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,Room Occupied,#274_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,htg setpt,#274_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,clg setpt,#274_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,Zone Temp,#274_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-274,Supply Air,#274_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,Air Flow Feedback,#275_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,Terminal Load,#275_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,Room Occupied,#275_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,htg setpt,#275_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,clg setpt,#275_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,Zone Temp,#275_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-275,Supply Air,#275_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,Air Flow Feedback,#276_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,Terminal Load,#276_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,Room Occupied,#276_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,htg setpt,#276_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,clg setpt,#276_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,Zone Temp,#276_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-276,Supply Air,#276_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,Air Flow Feedback,#277_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,Terminal Load,#277_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,Room Occupied,#277_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,htg setpt,#277_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,clg setpt,#277_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,Zone Temp,#277_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-277,Supply Air,#277_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,Air Flow Feedback,#278_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,Terminal Load,#278_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,Room Occupied,#278_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,htg setpt,#278_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,clg setpt,#278_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,Zone Temp,#278_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-278,Supply Air,#278_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,Air Flow Feedback,#279_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,Terminal Load,#279_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,Room Occupied,#279_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,htg setpt,#279_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,clg setpt,#279_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,Zone Temp,#279_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-279,Supply Air,#279_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,Air Flow Feedback,#280_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,Terminal Load,#280_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,Room Occupied,#280_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,htg setpt,#280_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,clg setpt,#280_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,Zone Temp,#280_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-280,Supply Air,#280_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,Air Flow Feedback,#281_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,Terminal Load,#281_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,Room Occupied,#281_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,htg setpt,#281_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,clg setpt,#281_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,Zone Temp,#281_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-281,Supply Air,#281_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,Air Flow Feedback,#282_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,Terminal Load,#282_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,Room Occupied,#282_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,htg setpt,#282_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,clg setpt,#282_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,Zone Temp,#282_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-282,Supply Air,#282_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,Air Flow Feedback,#283_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,Terminal Load,#283_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,Room Occupied,#283_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,htg setpt,#283_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,clg setpt,#283_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,Zone Temp,#283_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-283,Supply Air,#283_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,Air Flow Feedback,#284_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,Terminal Load,#284_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,Room Occupied,#284_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,htg setpt,#284_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,clg setpt,#284_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,Zone Temp,#284_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-284,Supply Air,#284_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,Air Flow Feedback,#285_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,Terminal Load,#285_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,Room Occupied,#285_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,htg setpt,#285_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,clg setpt,#285_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,Zone Temp,#285_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-285,Supply Air,#285_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,Air Flow Feedback,#286_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,Terminal Load,#286_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,Room Occupied,#286_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,htg setpt,#286_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,clg setpt,#286_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,Zone Temp,#286_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Room-286,Supply Air,#286_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,Air Flow Feedback,#c370_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,Terminal Load,#c370_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,Room Occupied,#c370_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,htg setpt,#c370_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,clg setpt,#c370_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,Zone Temp,#c370_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-370,Supply Air,#c370_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Air Flow Feedback,#371_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Terminal Load,#371_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Room Occupied,#371_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,htg setpt,#371_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,clg setpt,#371_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Zone Temp,#371_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Supply Air,#371_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Air Flow Feedback,#372_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Terminal Load,#372_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Room Occupied,#372_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,htg setpt,#372_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,clg setpt,#372_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Zone Temp,#372_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Supply Air,#372_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Air Flow Feedback,#373_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Terminal Load,#373_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Room Occupied,#373_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,htg setpt,#373_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,clg setpt,#373_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Zone Temp,#373_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Supply Air,#373_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Air Flow Feedback,#374_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Terminal Load,#374_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Room Occupied,#374_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,htg setpt,#374_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,clg setpt,#374_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Zone Temp,#374_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Supply Air,#374_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Air Flow Feedback,#375_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Terminal Load,#375_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Room Occupied,#375_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,htg setpt,#375_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,clg setpt,#375_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Zone Temp,#375_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Supply Air,#375_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Air Flow Feedback,#376_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Terminal Load,#376_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Room Occupied,#376_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,htg setpt,#376_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,clg setpt,#376_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Zone Temp,#376_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Supply Air,#376_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Air Flow Feedback,#377_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Terminal Load,#377_thermafuser/m076
