server,location,branch,sub_branch,control_program,point,path
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,clg setpt,#120a2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,htg setpt,#120a2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Room Occupied,#120a2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Supply Air,#120a2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Zone Temp,#120a2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Air Flow Feedback,#120a3_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,clg setpt,#120a3_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,htg setpt,#120a3_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Room Occupied,#120a3_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Supply Air,#120a3_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Zone Temp,#120a3_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Air Flow Feedback,#120b1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,clg setpt,#120b1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,htg setpt,#120b1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Room Occupied,#120b1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Supply Air,#120b1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Zone Temp,#120b1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Air Flow Feedback,#120b2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,clg setpt,#120b2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,htg setpt,#120b2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Room Occupied,#120b2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Supply Air,#120b2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Zone Temp,#120b2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Air Flow Feedback,#120b3_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,clg setpt,#120b3_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,htg setpt,#120b3_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Room Occupied,#120b3_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Supply Air,#120b3_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Zone Temp,#120b3_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Air Flow Feedback,#120c_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,clg setpt,#120c_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,htg setpt,#120c_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Room Occupied,#120c_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Supply Air,#120c_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Zone Temp,#120c_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Air Flow Feedback,#120d_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,clg setpt,#120d_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,htg setpt,#120d_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Room Occupied,#120d_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Supply Air,#120d_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Zone Temp,#120d_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Air Flow Feedback,#120e_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,clg setpt,#120e_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,htg setpt,#120e_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Room Occupied,#120e_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Supply Air,#120e_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Zone Temp,#120e_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Air Flow Feedback,#120f_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,clg setpt,#120f_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,htg setpt,#120f_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Room Occupied,#120f_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Supply Air,#120f_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Zone Temp,#120f_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Air Flow Feedback,#120g_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,clg setpt,#120g_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,htg setpt,#120g_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Room Occupied,#120g_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Supply Air,#120g_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Zone Temp,#120g_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Air Flow Feedback,#120h1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,clg setpt,#120h1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,htg setpt,#120h1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Room Occupied,#120h1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Supply Air,#120h1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Zone Temp,#120h1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Air Flow Feedback,#120h2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,clg setpt,#120h2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,htg setpt,#120h2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Room Occupied,#120h2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Supply Air,#120h2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Zone Temp,#120h2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Air Flow Feedback,#120j1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,clg setpt,#120j1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,htg setpt,#120j1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Room Occupied,#120j1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Supply Air,#120j1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Zone Temp,#120j1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Air Flow Feedback,#120j2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,clg setpt,#120j2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,htg setpt,#120j2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Room Occupied,#120j2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Supply Air,#120j2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Zone Temp,#120j2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,Air Flow Feedback,#205_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,clg setpt,#205_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,htg setpt,#205_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,Room Occupied,#205_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,Supply Air,#205_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-205,Zone Temp,#205_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,Air Flow Feedback,#206b_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,clg setpt,#206b_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,htg setpt,#206b_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,Room Occupied,#206b_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,Supply Air,#206b_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-1,Zone Temp,#206b_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,Air Flow Feedback,#206a_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,clg setpt,#206a_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,htg setpt,#206a_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,Room Occupied,#206a_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,Supply Air,#206a_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-206-2,Zone Temp,#206a_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,Air Flow Feedback,#207_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,clg setpt,#207_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,htg setpt,#207_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,Room Occupied,#207_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,Supply Air,#207_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-207,Zone Temp,#207_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,Air Flow Feedback,#208_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,clg setpt,#208_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,htg setpt,#208_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,Room Occupied,#208_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,Supply Air,#208_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-208,Zone Temp,#208_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,Air Flow Feedback,#209_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,clg setpt,#209_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,htg setpt,#209_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,Room Occupied,#209_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,Supply Air,#209_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-209,Zone Temp,#209_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,Air Flow Feedback,#210_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,clg setpt,#210_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,htg setpt,#210_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,Room Occupied,#210_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,Supply Air,#210_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-210,Zone Temp,#210_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,Air Flow Feedback,#211_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,clg setpt,#211_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,htg setpt,#211_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,Room Occupied,#211_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,Supply Air,#211_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-211,Zone Temp,#211_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,Air Flow Feedback,#212_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,clg setpt,#212_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,htg setpt,#212_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,Room Occupied,#212_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,Supply Air,#212_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-212,Zone Temp,#212_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,Air Flow Feedback,#213a_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,clg setpt,#213a_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,htg setpt,#213a_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,Room Occupied,#213a_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,Supply Air,#213a_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213A,Zone Temp,#213a_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Air Flow Feedback,#1213b1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,clg setpt,#1213b1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,htg setpt,#1213b1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Room Occupied,#1213b1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Supply Air,#1213b1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Zone Temp,#1213b1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,Air Flow Feedback,#213b2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,clg setpt,#213b2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,htg setpt,#213b2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,Room Occupied,#213b2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,Supply Air,#213b2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-2,Zone Temp,#213b2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,Air Flow Feedback,#213c1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,clg setpt,#213c1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,htg setpt,#213c1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,Room Occupied,#213c1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,Supply Air,#213c1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-1,Zone Temp,#213c1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,Air Flow Feedback,#213c2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,clg setpt,#213c2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,htg setpt,#213c2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,Room Occupied,#213c2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,Supply Air,#213c2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213C-2,Zone Temp,#213c2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,Air Flow Feedback,#213d1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,clg setpt,#213d1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,htg setpt,#213d1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,Room Occupied,#213d1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,Supply Air,#213d1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-1,Zone Temp,#213d1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,Air Flow Feedback,#213d2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,clg setpt,#213d2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,htg setpt,#213d2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,Room Occupied,#213d2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,Supply Air,#213d2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213D-2,Zone Temp,#213d2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,Air Flow Feedback,#213e1_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,clg setpt,#213e1_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,htg setpt,#213e1_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,Room Occupied,#213e1_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,Supply Air,#213e1_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-1,Zone Temp,#213e1_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,Air Flow Feedback,#213e-2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,clg setpt,#213e-2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,htg setpt,#213e-2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,Room Occupied,#213e-2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,Supply Air,#213e-2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213E-2,Zone Temp,#213e-2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,Air Flow Feedback,#213f2_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,clg setpt,#213f2_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,htg setpt,#213f2_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,Room Occupied,#213f2_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,Supply Air,#213f2_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-1,Zone Temp,#213f2_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,Air Flow Feedback,#213f3_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,clg setpt,#213f3_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,htg setpt,#213f3_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,Room Occupied,#213f3_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,Supply Air,#213f3_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213F-2,Zone Temp,#213f3_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,Air Flow Feedback,#214_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,clg setpt,#214_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,htg setpt,#214_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,Room Occupied,#214_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,Supply Air,#214_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-214,Zone Temp,#214_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,Air Flow Feedback,#215_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,clg setpt,#215_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,htg setpt,#215_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,Room Occupied,#215_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,Supply Air,#215_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-215,Zone Temp,#215_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,Air Flow Feedback,#216_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,clg setpt,#216_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,htg setpt,#216_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,Room Occupied,#216_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,Supply Air,#216_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-216,Zone Temp,#216_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,Air Flow Feedback,#217_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,clg setpt,#217_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,htg setpt,#217_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,Room Occupied,#217_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,Supply Air,#217_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-217,Zone Temp,#217_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,Air Flow Feedback,#218_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,clg setpt,#218_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,htg setpt,#218_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,Room Occupied,#218_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,Supply Air,#218_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-218,Zone Temp,#218_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-221,Air Flow Feedback,#221_thermafuser/m073
